x generation elapsed_ms log10_p sat one_minus_r2_train one_minus_r2_val one_minus_r2_third
42160 42160 1459530 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
42360 42360 1471423 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
42560 42560 1483186 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
42760 42760 1494482 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
42960 42960 1502100 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
43160 43160 1508994 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
43360 43360 1516119 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
43560 43560 1523161 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
43760 43760 1530624 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
43960 43960 1537725 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
44160 44160 1544811 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
44360 44360 1551865 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
44560 44560 1558946 -1.349620615505e1 nan 4.510792794843e-8 6.774557359535e-9 7.460049819201e-3
